7500000004c2acd7268f72f401bcc11b0001,0000000000212e82
75000000fc2b16dafcee68a1010355e30000,000000000bebc200
7500000854f26820c51f4d6002f0d04a0000,0000000001312d00
7500000be04be6fe79c7e46e00caad5b0000,00000000000186a0
7500000d757125d9ffc0ee7502e0768d0001,0000000000093576
7500000f85227afb8de484b2018f2c160001,00000000047868c0
750000100b902fa2a25c2f7c02610ba00000,00000000000186a0
75000012534ec2cd7e0936c0021ee1360001,00000000000eb1a8
75000012b28ece33b988feb703a5b00f0000,00000000017d7840
75000012b28ece33b988feb703a5b0b30001,0000000002faf080
