ab,,
a,6100000324e40fcb63a0b517a3660645e9bd99244a,0000000001312d00
a,6100000e474ea919000015b80ccb7f4e6cc73e2f52,0000000000000000
a,61000023415fc7ba8a470f0cdf4a66bffacd5ba979,000000005c18bd6f
a,610000298e7db49c1f582e316bb3706fc3c71193cf,0000000001f0f430
a,6100002c5bca153faaf3c644304f8a259340064f6c,0000000000000000
a,6100002e6db2ae2c415a34d2d36d3cf61ac7133196,000000000bebc200
a,6100002ea3970f0f658f50dbdb27abbb716ed01c80,0000000000000000
a,610000345ff10a01448c42bf1a89a4399e8b82c1aa,0000000001ceef65
a,610000437bd840e2463d3dfc8c80e66e2585dd02b3,00000000000eb7a7
a,6100004cd6a62be5ccbfbef3ffca345c8f58595f87,000000001feadeb0
b,6200000001,ba888e2f9c037f831046f8ad09f6d378f79c728d003b177a64d29621f481da5d
b,6200000002,09d8734d81b5f2eb1b653caf17491544ddfbc72f2f4c0c3f22a3362db5ba9d47
b,6200000003,e285dbf24334585b9a924536a717160ee185a86d1eeb7b19684538685eca761a
b,6200000004,d83cf1408debbd631950b7a95b0c940772119cd8a615a3d44601568713fec80c
b,6200000005,47638e54178dbdddf2e81a3b7566860e5264df6066755f9760a893f5caecc579
b,6200000006,ec91627e0dba856b933983425d7f72958e8f974682632a0fa2acee9cfd819401
b,6200000007,a3c4a19948a1263722c45c5601fd10a7aea7cf73bfa45e060508f109155e80ab
b,6200000008,0fc2da46cf0de0057c1b9fc93d997105ff6cf2c8c43269b446c1dbf5ac18be8c
b,6200000009,7356a733f87e592ea133328792dd9d676ed83771c8ff0f519928ce752f159ba6
b,620000000a,54a598c4356ce620a604004929af14f4c03c42eba017288a4a1d186aedfdd8f4
